n_atr_1d_6,cl_9_1.0,cl_12_1.0,cl_18_2.0,cl_9_3.0,ind_vjrc_36_1,ind_per_x9_1.0,prc_u_tc_cns,tas_u_tc,c_tc_mn_24,c_tc_mn_24_sld,c_pcns,vr_s_t_36,mx_ltc_36,ipc_t6
0,0,0,0,0,0,1,0.080205054,0.080205054,3,1,0,-0.020845497,94600.0,0.015987324
0,0,0,0,0,0,1,0.0097,0.0097,0,0,1,-0.435247574,4100.0,0.035449103
0,0,0,0,0,0,0,0.324475027,0.324475027,0,0,1,0.0,2496.0,0.01429334
0,0,0,0,0,0,1,0.152553571,0.152553571,1,1,0,-0.569500716,2800.0,0.035449103
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.021925232
0,0,0,0,0,0,1,0.258482474,0.258482474,3,4,1,-0.03092327,18327.2,0.03234882
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,65.58,0.022947805
0,0,0,0,0,0,0,0.0,0.0,1,0,0,-0.058328056,4204.57,0.043979285
1,0,0,0,0,0,1,0.748605897,0.748605897,1,2,3,0.0,37190.83,0.021925232
1,0,0,0,0,1,0,0.0992,-1.0,0,0,1,0.0,0.0,0.015987324
1,1,1,0,0,0,1,0.577449367,0.577449367,1,1,1,-0.266616998,9550.01,0.032546067
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,800.0,0.039748545
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.762134392,0.0,0.027324439
0,0,0,0,0,1,1,0.659735773,0.659735773,0,0,0,-0.30343631,2188.27,0.01429334
0,0,0,0,0,1,0,0.0992,-1.0,0,0,1,0.0,0.0,0.015987324
0,0,0,0,0,0,0,0.0992,-1.0,0,0,0,-0.734632195,2526.84,0.019000916
0,0,0,0,0,1,0,0.0992,-1.0,0,0,1,-0.915941134,0.0,0.03234882
0,0,0,0,0,0,0,0.171317647,0.171317647,0,0,0,-0.257909151,6800.0,0.027324439
0,0,0,0,0,1,0,0.0,0.0,0,0,2,-0.013512202,221.78,0.018195539
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.03234882
0,1,1,0,0,1,0,0.0,0.0,0,0,2,-0.561808715,1379.5,0.015987324
0,0,0,0,0,0,1,0.153945074,0.153945074,1,0,0,0.0,30031.88,0.033416187
0,0,0,0,0,0,1,0.446238462,0.446238462,1,1,1,-0.681360557,9078.58,0.019732322
0,0,0,0,0,0,1,0.79895,0.79895,0,0,3,0.0,2000.0,0.021925232
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,7000.0,0.019732322
0,0,0,0,0,0,1,0.181986667,0.181986667,0,0,0,-0.544250964,1500.0,0.022947805
0,0,0,0,0,0,0,0.0992,-1.0,0,0,2,-0.193397877,5971.24,0.032546067
1,0,0,0,0,0,0,0.0,0.0,1,0,3,-0.316636567,6752.57,0.027324439
0,0,0,0,0,0,1,0.061316901,0.061316901,1,0,1,0.0,7100.0,0.032546067
1,1,1,0,0,0,1,0.002018196,0.002018196,2,1,1,-0.640277705,5567.01,0.013648559
